user_id,signup_date,country,plan,is_active,signup_month,sessions
U00465,2024-04-05,Chile,Free,True,2024-04,8.0
U00466,2024-10-12,Argentina,Basic,True,2024-10,13.0
U00467,2024-06-10,Colombia,Basic,False,2024-06,5.0
U00468,2023-12-27,Colombia,Basic,True,2023-12,39.0
U00469,2024-09-10,Chile,Free,False,2024-09,1.0
U00470,2024-01-06,Mexico,Pro,False,2024-01,28.0
U00471,2023-07-07,Chile,Free,False,2023-07,8.0
U00472,2024-06-02,Argentina,Free,True,2024-06,8.0
U00473,2024-07-03,Chile,Basic,True,2024-07,22.0
U00474,2024-05-10,Argentina,Free,False,2024-05,0.0
U00475,2024-05-14,Colombia,Basic,False,2024-05,5.0
U00476,2024-07-11,Chile,Basic,True,2024-07,22.0
U00477,2023-12-04,USA,Free,True,2023-12,18.0
U00478,2024-10-25,Peru,Basic,False,2024-10,1.0
U00479,2024-03-10,Colombia,Basic,False,2024-03,10.0
U00480,2024-09-30,Mexico,Free,False,2024-09,0.0
U00481,2023-10-23,Colombia,Free,True,2023-10,22.0
U00482,2023-12-01,Brazil,Free,True,2023-12,16.0
U00483,2024-01-27,Mexico,Basic,False,2024-01,11.0
U00484,2024-09-29,Mexico,Basic,True,2024-09,15.0
U00485,2024-10-10,Colombia,Basic,True,2024-10,12.0
U00486,2024-05-11,Mexico,Basic,False,2024-05,10.0
U00487,2024-02-09,Chile,Basic,True,2024-02,42.0
U00488,2023-09-04,Chile,Free,False,2023-09,4.0
U00489,2024-10-26,Mexico,Free,False,2024-10,1.0
U00490,2024-09-03,Brazil,Free,True,2024-09,1.0
U00491,2024-07-21,Argentina,Free,False,2024-07,3.0
U00492,2023-11-14,Mexico,Basic,True,2023-11,50.0
U00493,2024-08-06,Argentina,Free,True,2024-08,4.0
U00494,2023-07-04,USA,Basic,True,2023-07,77.0
U00495,2024-09-07,Peru,Free,True,2024-09,1.0
U00496,2024-06-19,Chile,Free,False,2024-06,4.0
U00497,2023-10-24,Argentina,Free,False,2023-10,5.0
U00498,2023-07-17,Chile,Free,False,2023-07,9.0
U00499,2024-09-30,Argentina,Basic,True,2024-09,7.0
U00500,2023-08-15,Chile,Free,True,2023-08,31.0
U00501,2023-08-27,USA,Free,True,2023-08,20.0
U00502,2024-05-22,Peru,Basic,False,2024-05,8.0
U00503,2024-02-28,Chile,Free,False,2024-02,9.0
U00504,2024-02-12,Chile,Free,False,2024-02,5.0
U00505,2023-12-27,Mexico,Basic,True,2023-12,40.0
U00506,2024-06-17,Argentina,Pro,True,2024-06,55.0
U00507,2024-05-22,Mexico,Basic,True,2024-05,24.0
U00508,2024-01-05,Mexico,Basic,False,2024-01,13.0
U00509,2024-05-03,Chile,Pro,True,2024-05,62.0
U00510,2023-08-29,Spain,Basic,True,2023-08,64.0
U00511,2023-11-15,Chile,Free,True,2023-11,24.0
U00512,2023-09-19,Peru,Pro,True,2023-09,129.0
U00513,2024-01-12,Mexico,Free,False,2024-01,1.0
U00514,2023-08-10,Chile,Pro,True,2023-08,122.0
U00515,2024-02-08,Brazil,Free,True,2024-02,13.0
U00516,2023-07-16,Chile,Free,False,2023-07,7.0
U00517,2024-11-02,Argentina,Pro,True,2024-11,14.0
U00518,2024-08-10,Colombia,Pro,True,2024-08,29.0
U00519,2024-07-24,Colombia,Free,True,2024-07,10.0
U00520,2024-07-03,Mexico,Free,True,2024-07,7.0
U00521,2024-10-23,Mexico,Basic,True,2024-10,10.0
U00522,2024-05-16,Colombia,Free,True,2024-05,8.0
U00523,2023-11-27,Colombia,Free,False,2023-11,5.0
U00524,2024-08-31,Chile,Free,True,2024-08,4.0
U00525,2024-03-08,Argentina,Free,False,2024-03,6.0
U00526,2024-03-20,Mexico,Basic,False,2024-03,9.0
U00527,2024-11-14,Argentina,Free,True,2024-11,3.0
U00528,2023-11-21,Mexico,Basic,False,2023-11,13.0
U00529,2023-08-30,Peru,Free,True,2023-08,27.0
U00530,2023-08-19,Mexico,Basic,False,2023-08,18.0
U00531,2024-02-22,Chile,Free,True,2024-02,21.0
U00532,2024-10-09,Colombia,Free,False,2024-10,2.0
U00533,2024-11-06,Chile,Basic,True,2024-11,5.0
U00534,2024-08-25,Colombia,Free,True,2024-08,7.0
U00535,2024-04-19,Peru,Free,False,2024-04,3.0
U00536,2023-12-31,Chile,Free,True,2023-12,8.0
U00537,2024-01-13,Chile,Basic,True,2024-01,40.0
U00538,2024-08-10,Spain,Free,True,2024-08,6.0
U00539,2024-03-06,Chile,Pro,True,2024-03,77.0
U00540,2023-09-21,Brazil,Basic,False,2023-09,11.0
U00541,2023-10-04,Mexico,Free,True,2023-10,19.0
U00542,2023-07-10,Chile,Basic,False,2023-07,25.0
U00543,2024-06-04,Brazil,Basic,True,2024-06,16.0
U00544,2023-08-13,Brazil,Free,False,2023-08,7.0
U00545,2024-10-29,Spain,Free,False,2024-10,2.0
U00546,2024-04-13,Colombia,Pro,True,2024-04,56.0
U00547,2024-05-18,Chile,Free,True,2024-05,10.0
U00548,2024-08-11,Chile,Pro,True,2024-08,26.0
U00549,2024-08-02,Colombia,Basic,True,2024-08,19.0
U00550,2023-11-21,Argentina,Basic,True,2023-11,67.0
U00551,2024-06-19,Mexico,Free,False,2024-06,3.0
U00552,2024-06-13,Colombia,Basic,True,2024-06,26.0
U00553,2024-05-30,Chile,Free,False,2024-05,3.0
U00554,2024-11-14,Colombia,Free,True,2024-11,2.0
U00555,2024-01-07,Argentina,Basic,True,2024-01,38.0
U00556,2024-04-28,Argentina,Basic,True,2024-04,36.0
U00557,2023-12-05,Peru,Free,True,2023-12,14.0
U00558,2024-08-02,Chile,Free,True,2024-08,4.0
U00559,2024-05-11,Argentina,Free,True,2024-05,15.0
U00560,2023-09-28,Mexico,Free,False,2023-09,7.0
U00561,2024-08-21,Chile,Free,False,2024-08,1.0
U00562,2024-05-28,Chile,Pro,True,2024-05,63.0
U00563,2023-09-25,Colombia,Basic,False,2023-09,18.0
U00564,2024-03-05,Chile,Basic,True,2024-03,37.0
U00565,2023-11-20,Chile,Free,True,2023-11,18.0
U00566,2023-12-19,Mexico,Free,True,2023-12,19.0
U00567,2023-09-17,Spain,Free,False,2023-09,6.0
U00568,2024-11-19,Chile,Basic,True,2024-11,5.0
U00569,2024-05-07,Mexico,Free,False,2024-05,3.0
U00570,2024-07-24,Mexico,Basic,True,2024-07,33.0
U00571,2023-11-17,Colombia,Free,False,2023-11,6.0
U00572,2024-11-02,Spain,Free,False,2024-11,0.0
U00573,2024-04-24,Colombia,Basic,False,2024-04,12.0
U00574,2024-03-05,Chile,Free,False,2024-03,5.0
U00575,2024-07-08,Colombia,Free,False,2024-07,2.0
U00576,2024-01-01,Colombia,Basic,False,2024-01,7.0
U00577,2024-10-15,Chile,Pro,True,2024-10,14.0
U00578,2023-09-09,Peru,Basic,True,2023-09,60.0
U00579,2024-11-23,Mexico,Free,True,2024-11,2.0
U00580,2023-12-05,Peru,Basic,True,2023-12,58.0
U00581,2024-11-02,Colombia,Basic,False,2024-11,2.0
U00582,2024-09-01,Peru,Free,True,2024-09,4.0
U00583,2023-09-26,Chile,Free,False,2023-09,7.0
U00584,2023-12-18,Chile,Basic,False,2023-12,10.0
U00585,2024-08-13,Mexico,Pro,True,2024-08,32.0
U00586,2023-10-17,Chile,Free,True,2023-10,23.0
U00587,2024-02-12,Mexico,Free,False,2024-02,5.0
U00588,2024-11-24,USA,Free,True,2024-11,2.0
U00589,2024-04-28,Spain,Free,True,2024-04,11.0
U00590,2023-11-23,Mexico,Free,False,2023-11,3.0
U00591,2024-11-06,Chile,Free,False,2024-11,2.0
U00592,2024-10-06,Mexico,Free,False,2024-10,1.0
U00593,2023-10-26,Mexico,Free,True,2023-10,26.0
U00594,2023-12-16,Argentina,Pro,True,2023-12,107.0
U00595,2023-12-11,Mexico,Free,True,2023-12,14.0
U00596,2024-08-18,Chile,Basic,True,2024-08,11.0
U00597,2024-08-09,Colombia,Free,True,2024-08,3.0
U00598,2024-09-12,Argentina,Free,True,2024-09,4.0
U00599,2023-09-03,Peru,Basic,True,2023-09,68.0
U00600,2024-07-09,Mexico,Free,True,2024-07,9.0
U00601,2024-11-13,Colombia,Free,False,2024-11,2.0
U00602,2024-08-05,Mexico,Basic,False,2024-08,4.0
U00603,2023-12-24,Argentina,Basic,True,2023-12,37.0
U00604,2023-09-25,Mexico,Basic,True,2023-09,63.0
U00605,2023-10-28,Argentina,Free,True,2023-10,25.0
U00606,2024-09-01,Colombia,Basic,True,2024-09,16.0
U00607,2024-11-10,Argentina,Basic,True,2024-11,10.0
U00608,2023-12-25,Mexico,Basic,True,2023-12,48.0
U00609,2024-05-18,Colombia,Basic,False,2024-05,9.0
U00610,2023-07-10,Chile,Free,True,2023-07,22.0
U00611,2024-11-29,Mexico,Basic,True,2024-11,1.0
U00612,2024-09-27,Chile,Free,True,2024-09,4.0
U00613,2024-02-11,Chile,Free,False,2024-02,3.0
U00614,2023-12-20,Colombia,Basic,False,2023-12,10.0
U00615,2024-11-19,Chile,Free,True,2024-11,0.0
U00616,2024-07-10,Argentina,Free,False,2024-07,3.0
U00617,2024-09-24,USA,Free,True,2024-09,3.0
U00618,2024-03-10,USA,Free,True,2024-03,14.0
U00619,2024-06-21,Chile,Pro,True,2024-06,46.0
U00620,2023-10-29,Chile,Basic,False,2023-10,20.0
U00621,2024-06-24,Colombia,Pro,True,2024-06,40.0
U00622,2023-11-20,Peru,Basic,False,2023-11,13.0
U00623,2024-06-24,Colombia,Free,True,2024-06,8.0
U00624,2024-04-25,Chile,Free,False,2024-04,1.0
U00625,2023-10-06,Argentina,Free,True,2023-10,16.0
U00626,2023-08-30,Brazil,Pro,True,2023-08,129.0
U00627,2023-11-13,Argentina,Free,False,2023-11,4.0
U00628,2024-08-06,Colombia,Free,True,2024-08,4.0
U00629,2024-08-28,Chile,Free,False,2024-08,3.0
U00630,2023-10-04,Argentina,Free,False,2023-10,2.0
U00631,2024-07-12,Mexico,Free,False,2024-07,4.0
U00632,2023-10-04,Mexico,Basic,True,2023-10,70.0
U00633,2024-07-01,Peru,Pro,True,2024-07,48.0
U00634,2024-09-12,Mexico,Basic,True,2024-09,12.0
U00635,2024-04-16,Colombia,Free,False,2024-04,1.0
U00636,2024-11-08,Brazil,Basic,False,2024-11,0.0
U00637,2023-08-17,Peru,Free,True,2023-08,23.0
U00638,2023-11-05,Chile,Pro,True,2023-11,116.0
U00639,2024-09-11,Argentina,Free,True,2024-09,7.0
U00640,2024-05-05,Spain,Free,True,2024-05,10.0
U00641,2024-07-04,Mexico,Free,False,2024-07,3.0
U00642,2023-12-17,Colombia,Free,False,2023-12,4.0
U00643,2024-02-25,Chile,Free,True,2024-02,19.0
U00644,2024-02-04,Chile,Free,True,2024-02,10.0
U00645,2024-09-28,Argentina,Free,False,2024-09,2.0
U00646,2024-09-05,Mexico,Basic,True,2024-09,8.0
U00647,2023-09-30,Chile,Basic,True,2023-09,54.0
U00648,2024-05-02,Peru,Free,False,2024-05,2.0
U00649,2023-11-14,Argentina,Basic,True,2023-11,57.0
U00650,2023-07-09,Chile,Basic,True,2023-07,69.0
U00651,2024-02-04,Chile,Basic,True,2024-02,40.0
U00652,2024-09-26,Chile,Pro,True,2024-09,19.0
U00653,2023-11-04,Mexico,Basic,False,2023-11,18.0
U00654,2024-05-18,Chile,Basic,True,2024-05,26.0
U00655,2024-03-11,Colombia,Basic,True,2024-03,34.0
U00656,2023-07-28,Argentina,Basic,True,2023-07,69.0
U00657,2024-01-10,Chile,Basic,True,2024-01,63.0
U00658,2024-03-02,Chile,Free,True,2024-03,12.0
U00659,2023-09-11,USA,Free,False,2023-09,7.0
U00660,2024-05-20,Brazil,Free,False,2024-05,1.0
U00661,2024-07-09,Chile,Free,True,2024-07,7.0
U00662,2023-09-13,Chile,Free,True,2023-09,20.0
U00663,2023-08-10,Spain,Pro,True,2023-08,130.0
U00664,2024-04-19,Colombia,Basic,True,2024-04,35.0
U00665,2024-08-15,Colombia,Free,False,2024-08,1.0
U00666,2024-04-10,Chile,Free,False,2024-04,1.0
U00667,2023-12-07,Mexico,Free,False,2023-12,8.0
U00668,2023-09-06,Mexico,Free,False,2023-09,6.0
U00669,2024-03-01,Chile,Free,True,2024-03,13.0
U00670,2024-10-07,Chile,Basic,True,2024-10,12.0
U00671,2023-12-27,Argentina,Free,False,2023-12,4.0
U00672,2023-12-15,Mexico,Free,True,2023-12,17.0
U00673,2024-03-22,Chile,Free,False,2024-03,7.0
U00674,2024-04-01,Chile,Basic,False,2024-04,11.0
U00675,2024-06-08,Chile,Basic,True,2024-06,26.0
U00676,2023-09-17,Colombia,Free,True,2023-09,24.0
U00677,2023-12-18,Chile,Free,True,2023-12,11.0
U00678,2023-10-27,Colombia,Free,True,2023-10,17.0
U00679,2023-07-13,Mexico,Free,True,2023-07,20.0
U00680,2023-12-01,Spain,Free,True,2023-12,27.0
U00681,2024-09-02,Chile,Free,False,2024-09,3.0
U00682,2024-05-23,Chile,Free,True,2024-05,11.0
U00683,2024-11-26,Chile,Basic,True,2024-11,3.0
U00684,2023-08-17,Chile,Pro,True,2023-08,107.0
U00685,2024-04-15,Mexico,Basic,True,2024-04,25.0
U00686,2024-10-10,Chile,Free,False,2024-10,1.0
U00687,2024-05-07,Chile,Basic,True,2024-05,44.0
U00688,2024-11-17,Peru,Pro,True,2024-11,9.0
U00689,2024-03-08,Spain,Free,True,2024-03,13.0
U00690,2024-06-19,Argentina,Basic,True,2024-06,28.0
U00691,2024-06-08,Argentina,Free,False,2024-06,0.0
U00692,2024-05-10,Colombia,Free,True,2024-05,9.0
U00693,2024-11-15,USA,Pro,True,2024-11,9.0
U00694,2024-04-12,Spain,Free,False,2024-04,5.0
U00695,2024-08-26,Mexico,Basic,False,2024-08,6.0
U00696,2023-09-25,Colombia,Basic,True,2023-09,70.0
U00697,2024-08-07,Colombia,Free,True,2024-08,6.0
U00698,2023-11-11,Chile,Free,True,2023-11,19.0
U00699,2024-08-06,Argentina,Basic,True,2024-08,16.0
U00700,2024-04-04,Spain,Free,True,2024-04,9.0
U00701,2023-10-20,Chile,Free,True,2023-10,21.0
U00702,2024-08-20,Mexico,Free,False,2024-08,2.0
U00703,2024-10-05,Chile,Free,True,2024-10,2.0
U00704,2023-12-09,Mexico,Basic,True,2023-12,54.0
U00705,2023-08-11,Brazil,Free,True,2023-08,28.0
U00706,2024-03-11,Mexico,Pro,True,2024-03,69.0
U00707,2024-05-02,USA,Free,True,2024-05,9.0
U00708,2024-08-18,Colombia,Pro,True,2024-08,32.0
U00709,2023-10-05,Peru,Free,True,2023-10,25.0
U00710,2023-07-13,Peru,Free,True,2023-07,23.0
U00711,2024-01-19,Mexico,Basic,True,2024-01,42.0
U00712,2023-09-25,Chile,Basic,False,2023-09,10.0
U00713,2023-07-23,Chile,Pro,True,2023-07,135.0
U00714,2023-11-09,Peru,Free,False,2023-11,2.0
U00715,2023-11-03,Mexico,Free,True,2023-11,14.0
U00716,2024-09-16,Mexico,Basic,True,2024-09,16.0
U00717,2024-09-09,Chile,Free,True,2024-09,3.0
U00718,2024-04-12,Chile,Free,False,2024-04,4.0
U00719,2024-03-08,Mexico,Basic,False,2024-03,7.0
U00720,2024-11-02,Chile,Free,True,2024-11,1.0
U00721,2024-01-21,Peru,Basic,True,2024-01,50.0
U00722,2023-07-20,Peru,Pro,True,2023-07,148.0
U00723,2024-11-08,Colombia,Free,True,2024-11,2.0
U00724,2024-04-02,Mexico,Free,True,2024-04,17.0
U00725,2024-04-13,USA,Free,False,2024-04,3.0
U00726,2024-02-24,Chile,Pro,True,2024-02,84.0
U00727,2024-03-29,Peru,Free,False,2024-03,4.0
U00728,2024-02-10,USA,Basic,True,2024-02,51.0
U00729,2023-12-25,Colombia,Free,False,2023-12,2.0
U00730,2024-07-02,Chile,Pro,True,2024-07,47.0
U00731,2023-11-23,Chile,Basic,False,2023-11,18.0
U00732,2024-11-16,Chile,Free,True,2024-11,1.0
U00733,2023-08-27,Chile,Free,False,2023-08,1.0
U00734,2023-07-01,Colombia,Free,False,2023-07,5.0
U00735,2024-06-13,Brazil,Basic,False,2024-06,10.0
U00736,2024-05-27,Chile,Free,False,2024-05,3.0
U00737,2023-11-23,Peru,Basic,False,2023-11,17.0
U00738,2023-09-13,Spain,Free,True,2023-09,19.0
U00739,2023-10-12,Mexico,Free,False,2023-10,0.0
U00740,2024-09-20,Spain,Basic,True,2024-09,11.0
U00741,2023-12-26,Colombia,Basic,False,2023-12,16.0
U00742,2024-06-30,Colombia,Free,True,2024-06,5.0
U00743,2024-05-10,Chile,Basic,True,2024-05,30.0
U00744,2023-07-02,Spain,Pro,True,2023-07,140.0
U00745,2023-08-03,Mexico,Free,False,2023-08,9.0
U00746,2024-02-12,Chile,Basic,True,2024-02,33.0
U00747,2024-06-04,Chile,Basic,False,2024-06,10.0
U00748,2023-12-19,Spain,Basic,False,2023-12,13.0
U00749,2024-06-08,Chile,Free,True,2024-06,3.0
U00750,2023-09-08,Peru,Free,False,2023-09,6.0
U00751,2023-08-19,Argentina,Free,False,2023-08,6.0
U00752,2024-08-27,Mexico,Free,False,2024-08,0.0
U00753,2023-10-12,Peru,Basic,True,2023-10,49.0
U00754,2024-02-16,Chile,Free,False,2024-02,1.0
U00755,2024-04-27,Chile,Free,True,2024-04,8.0
U00756,2024-06-15,Mexico,Free,False,2024-06,1.0
U00757,2023-10-04,USA,Free,False,2023-10,11.0
U00758,2023-08-01,Argentina,Free,False,2023-08,8.0
U00759,2024-09-17,Chile,Free,True,2024-09,0.0
U00760,2024-01-11,Colombia,Free,False,2024-01,4.0
U00761,2024-03-28,Chile,Basic,True,2024-03,32.0
U00762,2024-08-06,Peru,Basic,True,2024-08,22.0
U00763,2024-07-04,Chile,Free,False,2024-07,1.0
U00764,2024-11-03,Chile,Free,True,2024-11,2.0
U00765,2024-04-24,Mexico,Pro,True,2024-04,59.0
U00766,2024-08-11,Brazil,Free,True,2024-08,9.0
U00767,2024-07-31,Brazil,Free,True,2024-07,7.0
U00768,2024-09-29,Mexico,Free,True,2024-09,3.0
U00769,2024-04-01,Chile,Basic,True,2024-04,20.0
U00770,2023-10-08,Mexico,Free,False,2023-10,7.0
U00771,2024-02-18,Peru,Basic,False,2024-02,14.0
U00772,2024-09-01,Argentina,Pro,False,2024-09,11.0
U00773,2024-02-27,Chile,Free,False,2024-02,2.0
U00774,2023-08-05,Brazil,Free,False,2023-08,8.0
U00775,2023-11-28,Argentina,Free,True,2023-11,19.0
U00776,2023-12-19,Peru,Pro,True,2023-12,110.0
U00777,2024-09-06,Argentina,Free,True,2024-09,2.0
U00778,2023-11-29,Chile,Basic,False,2023-11,9.0
U00779,2023-09-07,Colombia,Free,False,2023-09,0.0
U00780,2024-04-08,Brazil,Free,True,2024-04,11.0
U00781,2024-09-02,Chile,Free,False,2024-09,0.0
U00782,2023-10-11,Colombia,Pro,True,2023-10,108.0
U00783,2024-04-18,Brazil,Pro,True,2024-04,59.0
U00784,2024-03-27,Mexico,Free,False,2024-03,6.0
U00785,2023-08-08,Mexico,Free,False,2023-08,9.0
U00786,2024-08-15,Brazil,Free,True,2024-08,6.0
U00787,2024-02-29,Mexico,Free,True,2024-02,17.0
U00788,2024-07-16,Peru,Free,True,2024-07,7.0
U00789,2024-04-13,Brazil,Basic,True,2024-04,34.0
U00790,2024-02-19,USA,Free,True,2024-02,18.0
U00791,2024-05-24,Mexico,Free,False,2024-05,6.0
U00792,2024-01-09,Brazil,Free,True,2024-01,20.0
U00793,2024-11-08,Brazil,Basic,False,2024-11,1.0
U00794,2023-12-10,Argentina,Free,True,2023-12,20.0
U00795,2023-07-30,Brazil,Free,True,2023-07,23.0
U00796,2023-08-29,Mexico,Free,False,2023-08,4.0
U00797,2024-01-20,Peru,Free,True,2024-01,20.0
U00798,2023-11-04,Chile,Basic,True,2023-11,53.0
U00799,2024-09-29,Brazil,Free,False,2024-09,2.0
U00800,2024-06-23,Peru,Free,True,2024-06,9.0
U00801,2023-10-01,Mexico,Free,True,2023-10,26.0
U00802,2024-02-05,Colombia,Pro,True,2024-02,79.0
U00803,2024-04-01,Colombia,Basic,False,2024-04,10.0
U00804,2023-07-10,Chile,Free,True,2023-07,24.0
U00805,2023-07-09,Colombia,Free,False,2023-07,6.0
U00806,2024-04-07,Mexico,Free,True,2024-04,15.0
U00807,2024-03-15,Mexico,Free,False,2024-03,3.0
U00808,2024-08-10,Chile,Basic,False,2024-08,7.0
U00809,2024-07-18,Colombia,Basic,True,2024-07,14.0
U00810,2023-10-19,Mexico,Free,True,2023-10,16.0
U00811,2024-05-28,Chile,Pro,True,2024-05,56.0
U00812,2024-05-01,Colombia,Free,True,2024-05,20.0
U00813,2023-08-28,Peru,Basic,True,2023-08,61.0
U00814,2024-05-23,Argentina,Basic,True,2024-05,32.0
U00815,2024-04-28,Mexico,Free,True,2024-04,9.0
U00816,2023-08-06,USA,Basic,False,2023-08,15.0
U00817,2024-06-16,Chile,Basic,True,2024-06,25.0
U00818,2024-10-30,Argentina,Pro,True,2024-10,13.0
U00819,2023-12-22,Brazil,Basic,True,2023-12,36.0
U00820,2023-10-08,Argentina,Free,False,2023-10,6.0
U00821,2024-01-04,Brazil,Pro,True,2024-01,85.0
U00822,2024-02-13,Argentina,Free,True,2024-02,17.0
U00823,2024-06-04,Colombia,Free,True,2024-06,10.0
U00824,2023-10-29,Brazil,Free,False,2023-10,4.0
U00825,2023-09-11,Chile,Free,True,2023-09,22.0
U00826,2024-07-25,Mexico,Free,False,2024-07,3.0
U00827,2023-12-02,Chile,Free,True,2023-12,13.0
U00828,2024-10-11,Brazil,Free,True,2024-10,2.0
U00829,2023-09-21,Colombia,Free,True,2023-09,20.0
U00830,2023-08-29,Chile,Free,False,2023-08,6.0
U00831,2023-12-20,Chile,Basic,False,2023-12,14.0
U00832,2023-09-29,Mexico,Free,True,2023-09,22.0
U00833,2024-09-12,Mexico,Pro,True,2024-09,32.0
U00834,2024-01-21,Spain,Basic,False,2024-01,9.0
U00835,2024-01-12,Chile,Free,False,2024-01,1.0
U00836,2024-02-17,Mexico,Basic,True,2024-02,36.0
U00837,2024-07-27,Mexico,Free,True,2024-07,5.0
U00838,2023-08-16,Chile,Free,False,2023-08,9.0
U00839,2024-06-10,Argentina,Free,True,2024-06,11.0
U00840,2024-11-13,Chile,Free,False,2024-11,1.0
U00841,2024-08-17,Chile,Free,False,2024-08,1.0
U00842,2024-02-02,Colombia,Basic,True,2024-02,47.0
U00843,2024-07-10,Peru,Basic,True,2024-07,21.0
U00844,2024-03-18,Colombia,Basic,True,2024-03,49.0
U00845,2023-08-19,Argentina,Basic,True,2023-08,73.0
U00846,2023-10-27,Mexico,Free,False,2023-10,2.0
U00847,2024-10-28,Chile,Basic,True,2024-10,8.0
U00848,2023-07-10,Argentina,Free,False,2023-07,3.0
U00849,2024-04-02,Argentina,Basic,True,2024-04,38.0
U00850,2023-10-16,Colombia,Free,True,2023-10,24.0
U00851,2023-10-17,Colombia,Free,False,2023-10,3.0
U00852,2024-01-23,Mexico,Free,True,2024-01,15.0
U00853,2024-11-20,Argentina,Pro,True,2024-11,9.0
U00854,2024-02-26,Argentina,Free,False,2024-02,6.0
U00855,2024-11-17,Chile,Free,True,2024-11,3.0
U00856,2023-10-12,Colombia,Pro,True,2023-10,111.0
U00857,2024-04-29,Chile,Free,False,2024-04,4.0
U00858,2023-08-10,Mexico,Pro,True,2023-08,145.0
U00859,2024-09-09,Chile,Basic,False,2024-09,4.0
U00860,2023-08-16,Chile,Free,False,2023-08,4.0
U00861,2024-06-01,Mexico,Free,False,2024-06,3.0
U00862,2023-10-04,Mexico,Free,True,2023-10,12.0
U00863,2024-08-13,Chile,Pro,True,2024-08,31.0
U00864,2024-11-01,Colombia,Basic,False,2024-11,0.0
U00865,2023-10-24,Argentina,Free,False,2023-10,4.0
U00866,2023-12-11,Brazil,Free,True,2023-12,16.0
U00867,2024-09-21,Mexico,Free,True,2024-09,6.0
U00868,2023-07-30,Brazil,Pro,True,2023-07,140.0
U00869,2023-11-11,Mexico,Free,False,2023-11,6.0
U00870,2024-09-24,Chile,Free,True,2024-09,3.0
U00871,2024-02-15,Argentina,Pro,True,2024-02,87.0
U00872,2023-10-06,Argentina,Free,True,2023-10,18.0
U00873,2024-07-29,Peru,Free,False,2024-07,1.0
U00874,2023-08-25,Spain,Free,True,2023-08,21.0
U00875,2024-10-23,Brazil,Pro,True,2024-10,22.0
U00876,2024-11-15,Mexico,Free,True,2024-11,3.0
U00877,2024-12-01,Colombia,Free,True,2024-12,0.0
U00878,2024-02-26,Mexico,Free,False,2024-02,0.0
U00879,2023-09-29,Mexico,Pro,True,2023-09,125.0
U00880,2024-11-21,Chile,Basic,True,2024-11,8.0
U00881,2023-08-06,Chile,Basic,True,2023-08,77.0
U00882,2024-05-07,Colombia,Pro,True,2024-05,47.0
U00883,2024-10-10,Mexico,Pro,True,2024-10,17.0
U00884,2024-02-14,Mexico,Basic,False,2024-02,16.0
U00885,2024-10-27,Mexico,Basic,True,2024-10,7.0
U00886,2023-10-08,Chile,Basic,True,2023-10,54.0
U00887,2024-04-24,Mexico,Free,True,2024-04,9.0
U00888,2023-12-16,Peru,Free,False,2023-12,3.0
U00889,2024-08-23,Colombia,Free,True,2024-08,3.0
U00890,2024-08-06,Peru,Free,True,2024-08,3.0
U00891,2024-06-11,Mexico,Free,False,2024-06,2.0
U00892,2023-11-04,Mexico,Basic,True,2023-11,60.0
U00893,2024-11-28,Mexico,Free,False,2024-11,1.0
U00894,2023-08-19,Mexico,Basic,True,2023-08,72.0
U00895,2023-12-29,Chile,Basic,False,2023-12,8.0
U00896,2023-10-15,Colombia,Free,False,2023-10,8.0
U00897,2024-11-28,Mexico,Pro,True,2024-11,9.0
U00898,2024-03-11,Spain,Free,False,2024-03,2.0
U00899,2024-10-06,Chile,Basic,True,2024-10,16.0
U00900,2024-05-02,Colombia,Basic,True,2024-05,25.0
U00901,2024-02-08,Colombia,Free,True,2024-02,17.0
U00902,2024-06-18,Chile,Pro,True,2024-06,58.0
U00903,2023-12-30,Argentina,Free,True,2023-12,20.0
U00904,2023-10-27,Colombia,Basic,True,2023-10,60.0
U00905,2024-08-31,Brazil,Basic,True,2024-08,23.0
U00906,2024-09-05,Colombia,Basic,True,2024-09,13.0
U00907,2023-11-26,Chile,Free,True,2023-11,13.0
U00908,2023-12-12,Argentina,Pro,True,2023-12,90.0
U00909,2023-09-02,Chile,Basic,False,2023-09,14.0
U00910,2023-08-03,Mexico,Free,False,2023-08,7.0
U00911,2024-02-15,Colombia,Basic,True,2024-02,36.0
U00912,2024-04-20,Chile,Basic,True,2024-04,30.0
U00913,2024-08-30,USA,Pro,True,2024-08,40.0
U00914,2023-08-25,Chile,Free,False,2023-08,7.0
U00915,2024-09-26,Brazil,Basic,True,2024-09,9.0
U00916,2024-07-11,Colombia,Basic,True,2024-07,21.0
U00917,2024-01-15,Chile,Free,False,2024-01,1.0
U00918,2024-01-08,Argentina,Pro,True,2024-01,100.0
U00919,2023-08-11,Colombia,Free,True,2023-08,20.0
U00920,2024-03-18,Mexico,Free,False,2024-03,1.0
U00921,2023-08-10,Mexico,Free,True,2023-08,26.0
U00922,2024-05-04,Colombia,Free,True,2024-05,13.0
U00923,2024-05-21,Spain,Free,False,2024-05,6.0
U00924,2024-11-29,Colombia,Free,True,2024-11,3.0
U00925,2024-06-22,Chile,Free,True,2024-06,14.0
U00926,2024-07-04,Spain,Free,False,2024-07,3.0
U00927,2024-10-29,Peru,Pro,False,2024-10,6.0
U00928,2023-07-10,Mexico,Free,True,2023-07,18.0
U00929,2024-03-06,Argentina,Pro,True,2024-03,79.0
U00930,2023-10-25,Colombia,Free,True,2023-10,22.0
