transaction_id,user_id,amount,transaction_date,status,plan,country
T0002556,U00543,28.51,2024-06-04,completed,Basic,Brazil
T0002557,U00543,29.76,2024-07-04,completed,Basic,Brazil
T0002558,U00543,27.64,2024-08-03,completed,Basic,Brazil
T0002559,U00543,27.7,2024-09-02,completed,Basic,Brazil
T0002560,U00543,28.34,2024-10-02,completed,Basic,Brazil
T0002561,U00543,28.44,2024-11-01,completed,Basic,Brazil
T0002562,U00543,0.0,2024-12-01,failed,Basic,Brazil
T0002563,U00546,89.31,2024-04-13,completed,Pro,Colombia
T0002564,U00546,90.46,2024-05-13,completed,Pro,Colombia
T0002565,U00546,88.76,2024-06-12,completed,Pro,Colombia
T0002566,U00546,87.69,2024-07-12,completed,Pro,Colombia
T0002567,U00546,88.77,2024-08-11,completed,Pro,Colombia
T0002568,U00546,89.86,2024-09-10,completed,Pro,Colombia
T0002569,U00546,89.47,2024-10-10,completed,Pro,Colombia
T0002570,U00546,0.0,2024-11-09,failed,Pro,Colombia
T0002571,U00548,89.47,2024-08-11,completed,Pro,Chile
T0002572,U00548,90.33,2024-09-10,completed,Pro,Chile
T0002573,U00548,87.97,2024-10-10,completed,Pro,Chile
T0002574,U00548,0.0,2024-11-09,failed,Pro,Chile
T0002575,U00549,0.0,2024-08-02,failed,Basic,Colombia
T0002576,U00549,30.15,2024-09-01,completed,Basic,Colombia
T0002577,U00549,28.47,2024-10-01,completed,Basic,Colombia
T0002578,U00549,28.15,2024-10-31,completed,Basic,Colombia
T0002579,U00549,27.74,2024-11-30,completed,Basic,Colombia
T0002580,U00550,28.92,2023-11-21,completed,Basic,Argentina
T0002581,U00550,28.88,2023-12-21,completed,Basic,Argentina
T0002582,U00550,30.25,2024-01-20,completed,Basic,Argentina
T0002583,U00550,29.31,2024-02-19,completed,Basic,Argentina
T0002584,U00550,29.69,2024-03-20,completed,Basic,Argentina
T0002585,U00550,27.81,2024-04-19,completed,Basic,Argentina
T0002586,U00550,27.68,2024-05-19,completed,Basic,Argentina
T0002587,U00550,29.94,2024-06-18,completed,Basic,Argentina
T0002588,U00550,29.86,2024-07-18,completed,Basic,Argentina
T0002589,U00550,28.45,2024-08-17,completed,Basic,Argentina
T0002590,U00550,28.32,2024-09-16,completed,Basic,Argentina
T0002591,U00550,29.91,2024-10-16,completed,Basic,Argentina
T0002592,U00550,28.61,2024-11-15,completed,Basic,Argentina
T0002593,U00552,30.33,2024-06-13,completed,Basic,Colombia
T0002594,U00552,28.71,2024-07-13,completed,Basic,Colombia
T0002595,U00552,28.55,2024-08-12,completed,Basic,Colombia
T0002596,U00552,29.0,2024-09-11,completed,Basic,Colombia
T0002597,U00552,29.97,2024-10-11,completed,Basic,Colombia
T0002598,U00552,29.26,2024-11-10,completed,Basic,Colombia
T0002599,U00555,28.32,2024-01-07,completed,Basic,Argentina
T0002600,U00555,30.16,2024-02-06,completed,Basic,Argentina
T0002601,U00555,29.01,2024-03-07,completed,Basic,Argentina
T0002602,U00555,0.0,2024-04-06,failed,Basic,Argentina
T0002603,U00555,30.47,2024-05-06,completed,Basic,Argentina
T0002604,U00555,29.56,2024-06-05,completed,Basic,Argentina
T0002605,U00555,30.16,2024-07-05,completed,Basic,Argentina
T0002606,U00555,29.1,2024-08-04,completed,Basic,Argentina
T0002607,U00555,27.73,2024-09-03,completed,Basic,Argentina
T0002608,U00555,28.41,2024-10-03,completed,Basic,Argentina
T0002609,U00555,30.33,2024-11-02,completed,Basic,Argentina
T0002610,U00556,29.81,2024-04-28,completed,Basic,Argentina
T0002611,U00556,29.3,2024-05-28,completed,Basic,Argentina
T0002612,U00556,29.2,2024-06-27,completed,Basic,Argentina
T0002613,U00556,28.95,2024-07-27,completed,Basic,Argentina
T0002614,U00556,30.04,2024-08-26,completed,Basic,Argentina
T0002615,U00556,28.48,2024-09-25,completed,Basic,Argentina
T0002616,U00556,29.23,2024-10-25,completed,Basic,Argentina
T0002617,U00556,0.0,2024-11-24,failed,Basic,Argentina
T0002618,U00562,89.83,2024-05-28,completed,Pro,Chile
T0002619,U00562,87.54,2024-06-27,completed,Pro,Chile
T0002620,U00562,90.28,2024-07-27,completed,Pro,Chile
T0002621,U00562,88.44,2024-08-26,completed,Pro,Chile
T0002622,U00562,89.8,2024-09-25,completed,Pro,Chile
T0002623,U00562,87.54,2024-10-25,completed,Pro,Chile
T0002624,U00562,89.44,2024-11-24,completed,Pro,Chile
T0002625,U00563,28.98,2023-09-25,completed,Basic,Colombia
T0002626,U00563,28.33,2023-10-25,completed,Basic,Colombia
T0002627,U00563,27.85,2023-11-24,completed,Basic,Colombia
T0002628,U00563,29.19,2023-12-24,completed,Basic,Colombia
T0002629,U00563,30.05,2024-01-23,completed,Basic,Colombia
T0002630,U00563,29.9,2024-02-22,completed,Basic,Colombia
T0002631,U00563,28.8,2024-03-23,completed,Basic,Colombia
T0002632,U00563,29.43,2024-04-22,completed,Basic,Colombia
T0002633,U00563,30.0,2024-05-22,completed,Basic,Colombia
T0002634,U00563,29.29,2024-06-21,completed,Basic,Colombia
T0002635,U00563,29.12,2024-07-21,completed,Basic,Colombia
T0002636,U00563,27.95,2024-08-20,completed,Basic,Colombia
T0002637,U00563,29.7,2024-09-19,completed,Basic,Colombia
T0002638,U00563,28.39,2024-10-19,completed,Basic,Colombia
T0002639,U00563,28.92,2024-11-18,completed,Basic,Colombia
T0002640,U00564,29.9,2024-03-05,completed,Basic,Chile
T0002641,U00564,28.93,2024-04-04,completed,Basic,Chile
T0002642,U00564,28.78,2024-05-04,completed,Basic,Chile
T0002643,U00564,29.41,2024-06-03,completed,Basic,Chile
T0002644,U00564,29.1,2024-07-03,completed,Basic,Chile
T0002645,U00564,27.6,2024-08-02,completed,Basic,Chile
T0002646,U00564,29.58,2024-09-01,completed,Basic,Chile
T0002647,U00564,29.58,2024-10-01,completed,Basic,Chile
T0002648,U00564,29.19,2024-10-31,completed,Basic,Chile
T0002649,U00564,28.47,2024-11-30,completed,Basic,Chile
T0002650,U00568,28.49,2024-11-19,completed,Basic,Chile
T0002651,U00570,28.51,2024-07-24,completed,Basic,Mexico
T0002652,U00570,28.73,2024-08-23,completed,Basic,Mexico
T0002653,U00570,30.15,2024-09-22,completed,Basic,Mexico
T0002654,U00570,29.38,2024-10-22,completed,Basic,Mexico
T0002655,U00570,28.75,2024-11-21,completed,Basic,Mexico
T0002656,U00573,27.99,2024-04-24,completed,Basic,Colombia
T0002657,U00573,28.45,2024-05-24,completed,Basic,Colombia
T0002658,U00573,29.25,2024-06-23,completed,Basic,Colombia
T0002659,U00573,28.1,2024-07-23,completed,Basic,Colombia
T0002660,U00573,28.78,2024-08-22,completed,Basic,Colombia
T0002661,U00573,0.0,2024-09-21,failed,Basic,Colombia
T0002662,U00573,29.88,2024-10-21,completed,Basic,Colombia
T0002663,U00573,27.53,2024-11-20,completed,Basic,Colombia
T0002664,U00576,30.26,2024-01-01,completed,Basic,Colombia
T0002665,U00576,0.0,2024-01-31,failed,Basic,Colombia
T0002666,U00576,28.89,2024-03-01,completed,Basic,Colombia
T0002667,U00576,28.37,2024-03-31,completed,Basic,Colombia
T0002668,U00576,30.04,2024-04-30,completed,Basic,Colombia
T0002669,U00576,28.63,2024-05-30,completed,Basic,Colombia
T0002670,U00576,29.41,2024-06-29,completed,Basic,Colombia
T0002671,U00576,29.87,2024-07-29,completed,Basic,Colombia
T0002672,U00576,28.04,2024-08-28,completed,Basic,Colombia
T0002673,U00576,29.18,2024-09-27,completed,Basic,Colombia
T0002674,U00576,27.53,2024-10-27,completed,Basic,Colombia
T0002675,U00576,29.33,2024-11-26,completed,Basic,Colombia
T0002676,U00577,87.87,2024-10-15,completed,Pro,Chile
T0002677,U00577,89.82,2024-11-14,completed,Pro,Chile
T0002678,U00578,0.0,2023-09-09,failed,Basic,Peru
T0002679,U00578,27.96,2023-10-09,completed,Basic,Peru
T0002680,U00578,30.27,2023-11-08,completed,Basic,Peru
T0002681,U00578,28.19,2023-12-08,completed,Basic,Peru
T0002682,U00578,28.31,2024-01-07,completed,Basic,Peru
T0002683,U00578,28.27,2024-02-06,completed,Basic,Peru
T0002684,U00578,27.76,2024-03-07,completed,Basic,Peru
T0002685,U00578,29.55,2024-04-06,completed,Basic,Peru
T0002686,U00578,28.05,2024-05-06,completed,Basic,Peru
T0002687,U00578,30.37,2024-06-05,completed,Basic,Peru
T0002688,U00578,27.71,2024-07-05,completed,Basic,Peru
T0002689,U00578,27.51,2024-08-04,completed,Basic,Peru
T0002690,U00578,0.0,2024-09-03,failed,Basic,Peru
T0002691,U00578,27.94,2024-10-03,completed,Basic,Peru
T0002692,U00578,27.88,2024-11-02,completed,Basic,Peru
T0002693,U00580,30.28,2023-12-05,completed,Basic,Peru
T0002694,U00580,0.0,2024-01-04,failed,Basic,Peru
T0002695,U00580,30.06,2024-02-03,completed,Basic,Peru
T0002696,U00580,28.88,2024-03-04,completed,Basic,Peru
T0002697,U00580,28.51,2024-04-03,completed,Basic,Peru
T0002698,U00580,30.48,2024-05-03,completed,Basic,Peru
T0002699,U00580,27.94,2024-06-02,completed,Basic,Peru
T0002700,U00580,28.2,2024-07-02,completed,Basic,Peru
T0002701,U00580,27.88,2024-08-01,completed,Basic,Peru
T0002702,U00580,29.87,2024-08-31,completed,Basic,Peru
T0002703,U00580,28.97,2024-09-30,completed,Basic,Peru
T0002704,U00580,30.46,2024-10-30,completed,Basic,Peru
T0002705,U00580,28.48,2024-11-29,completed,Basic,Peru
T0002706,U00581,28.77,2024-11-02,completed,Basic,Colombia
T0002707,U00584,27.71,2023-12-18,completed,Basic,Chile
T0002708,U00584,27.76,2024-01-17,completed,Basic,Chile
T0002709,U00584,29.71,2024-02-16,completed,Basic,Chile
T0002710,U00584,27.96,2024-03-17,completed,Basic,Chile
T0002711,U00584,28.57,2024-04-16,completed,Basic,Chile
T0002712,U00584,29.0,2024-05-16,completed,Basic,Chile
T0002713,U00584,28.12,2024-06-15,completed,Basic,Chile
T0002714,U00584,30.08,2024-07-15,completed,Basic,Chile
T0002715,U00584,28.88,2024-08-14,completed,Basic,Chile
T0002716,U00584,27.91,2024-09-13,completed,Basic,Chile
T0002717,U00584,28.41,2024-10-13,completed,Basic,Chile
T0002718,U00584,28.58,2024-11-12,completed,Basic,Chile
T0002719,U00585,90.48,2024-08-13,completed,Pro,Mexico
T0002720,U00585,88.21,2024-09-12,completed,Pro,Mexico
T0002721,U00585,89.06,2024-10-12,completed,Pro,Mexico
T0002722,U00585,89.71,2024-11-11,completed,Pro,Mexico
T0002723,U00594,88.43,2023-12-16,completed,Pro,Argentina
T0002724,U00594,88.94,2024-01-15,completed,Pro,Argentina
T0002725,U00594,89.13,2024-02-14,completed,Pro,Argentina
T0002726,U00594,88.66,2024-03-15,completed,Pro,Argentina
T0002727,U00594,89.75,2024-04-14,completed,Pro,Argentina
T0002728,U00594,87.77,2024-05-14,completed,Pro,Argentina
T0002729,U00594,88.04,2024-06-13,completed,Pro,Argentina
T0002730,U00594,90.15,2024-07-13,completed,Pro,Argentina
T0002731,U00594,89.47,2024-08-12,completed,Pro,Argentina
T0002732,U00594,0.0,2024-09-11,failed,Pro,Argentina
T0002733,U00594,89.42,2024-10-11,completed,Pro,Argentina
T0002734,U00594,87.98,2024-11-10,completed,Pro,Argentina
T0002735,U00596,28.24,2024-08-18,completed,Basic,Chile
T0002736,U00596,29.23,2024-09-17,completed,Basic,Chile
T0002737,U00596,28.22,2024-10-17,completed,Basic,Chile
T0002738,U00596,29.87,2024-11-16,completed,Basic,Chile
T0002739,U00599,0.0,2023-09-03,failed,Basic,Peru
T0002740,U00599,28.52,2023-10-03,completed,Basic,Peru
T0002741,U00599,28.87,2023-11-02,completed,Basic,Peru
T0002742,U00599,28.74,2023-12-02,completed,Basic,Peru
T0002743,U00599,29.66,2024-01-01,completed,Basic,Peru
T0002744,U00599,29.72,2024-01-31,completed,Basic,Peru
T0002745,U00599,29.34,2024-03-01,completed,Basic,Peru
T0002746,U00599,28.12,2024-03-31,completed,Basic,Peru
T0002747,U00599,28.33,2024-04-30,completed,Basic,Peru
T0002748,U00599,29.37,2024-05-30,completed,Basic,Peru
T0002749,U00599,28.33,2024-06-29,completed,Basic,Peru
T0002750,U00599,29.48,2024-07-29,completed,Basic,Peru
T0002751,U00599,28.72,2024-08-28,completed,Basic,Peru
T0002752,U00599,28.81,2024-09-27,completed,Basic,Peru
T0002753,U00599,29.89,2024-10-27,completed,Basic,Peru
T0002754,U00599,30.34,2024-11-26,completed,Basic,Peru
T0002755,U00602,28.7,2024-08-05,completed,Basic,Mexico
T0002756,U00602,28.65,2024-09-04,completed,Basic,Mexico
T0002757,U00602,27.77,2024-10-04,completed,Basic,Mexico
T0002758,U00602,28.42,2024-11-03,completed,Basic,Mexico
T0002759,U00603,29.98,2023-12-24,completed,Basic,Argentina
T0002760,U00603,29.94,2024-01-23,completed,Basic,Argentina
T0002761,U00603,29.5,2024-02-22,completed,Basic,Argentina
T0002762,U00603,28.44,2024-03-23,completed,Basic,Argentina
T0002763,U00603,29.76,2024-04-22,completed,Basic,Argentina
T0002764,U00603,28.99,2024-05-22,completed,Basic,Argentina
T0002765,U00603,27.92,2024-06-21,completed,Basic,Argentina
T0002766,U00603,28.79,2024-07-21,completed,Basic,Argentina
T0002767,U00603,28.2,2024-08-20,completed,Basic,Argentina
T0002768,U00603,27.54,2024-09-19,completed,Basic,Argentina
T0002769,U00603,29.55,2024-10-19,completed,Basic,Argentina
T0002770,U00603,29.05,2024-11-18,completed,Basic,Argentina
T0002771,U00604,28.56,2023-09-25,completed,Basic,Mexico
T0002772,U00604,28.26,2023-10-25,completed,Basic,Mexico
T0002773,U00604,30.31,2023-11-24,completed,Basic,Mexico
T0002774,U00604,28.34,2023-12-24,completed,Basic,Mexico
T0002775,U00604,30.11,2024-01-23,completed,Basic,Mexico
T0002776,U00604,28.24,2024-02-22,completed,Basic,Mexico
T0002777,U00604,28.19,2024-03-23,completed,Basic,Mexico
T0002778,U00604,30.38,2024-04-22,completed,Basic,Mexico
T0002779,U00604,30.04,2024-05-22,completed,Basic,Mexico
T0002780,U00604,28.13,2024-06-21,completed,Basic,Mexico
T0002781,U00604,27.6,2024-07-21,completed,Basic,Mexico
T0002782,U00604,30.31,2024-08-20,completed,Basic,Mexico
T0002783,U00604,28.37,2024-09-19,completed,Basic,Mexico
T0002784,U00604,29.1,2024-10-19,completed,Basic,Mexico
T0002785,U00604,0.0,2024-11-18,failed,Basic,Mexico
T0002786,U00606,28.69,2024-09-01,completed,Basic,Colombia
T0002787,U00606,30.14,2024-10-01,completed,Basic,Colombia
T0002788,U00606,29.61,2024-10-31,completed,Basic,Colombia
T0002789,U00606,27.79,2024-11-30,completed,Basic,Colombia
T0002790,U00607,29.6,2024-11-10,completed,Basic,Argentina
T0002791,U00608,29.59,2023-12-25,completed,Basic,Mexico
T0002792,U00608,30.33,2024-01-24,completed,Basic,Mexico
T0002793,U00608,28.08,2024-02-23,completed,Basic,Mexico
T0002794,U00608,29.68,2024-03-24,completed,Basic,Mexico
T0002795,U00608,29.92,2024-04-23,completed,Basic,Mexico
T0002796,U00608,27.71,2024-05-23,completed,Basic,Mexico
T0002797,U00608,28.09,2024-06-22,completed,Basic,Mexico
T0002798,U00608,29.89,2024-07-22,completed,Basic,Mexico
T0002799,U00608,29.05,2024-08-21,completed,Basic,Mexico
T0002800,U00608,28.13,2024-09-20,completed,Basic,Mexico
T0002801,U00608,29.59,2024-10-20,completed,Basic,Mexico
T0002802,U00608,30.3,2024-11-19,completed,Basic,Mexico
T0002803,U00609,28.02,2024-05-18,completed,Basic,Colombia
T0002804,U00609,29.55,2024-06-17,completed,Basic,Colombia
T0002805,U00609,28.4,2024-07-17,completed,Basic,Colombia
T0002806,U00609,28.95,2024-08-16,completed,Basic,Colombia
T0002807,U00609,28.05,2024-09-15,completed,Basic,Colombia
T0002808,U00609,30.33,2024-10-15,completed,Basic,Colombia
T0002809,U00609,0.0,2024-11-14,failed,Basic,Colombia
T0002810,U00611,27.89,2024-11-29,completed,Basic,Mexico
T0002811,U00614,29.86,2023-12-20,completed,Basic,Colombia
T0002812,U00614,28.97,2024-01-19,completed,Basic,Colombia
T0002813,U00614,30.42,2024-02-18,completed,Basic,Colombia
T0002814,U00614,28.31,2024-03-19,completed,Basic,Colombia
T0002815,U00614,28.29,2024-04-18,completed,Basic,Colombia
T0002816,U00614,27.98,2024-05-18,completed,Basic,Colombia
T0002817,U00614,28.69,2024-06-17,completed,Basic,Colombia
T0002818,U00614,27.94,2024-07-17,completed,Basic,Colombia
T0002819,U00614,27.98,2024-08-16,completed,Basic,Colombia
T0002820,U00614,29.06,2024-09-15,completed,Basic,Colombia
T0002821,U00614,30.33,2024-10-15,completed,Basic,Colombia
T0002822,U00614,29.81,2024-11-14,completed,Basic,Colombia
T0002823,U00619,90.14,2024-06-21,completed,Pro,Chile
T0002824,U00619,89.78,2024-07-21,completed,Pro,Chile
T0002825,U00619,87.84,2024-08-20,completed,Pro,Chile
T0002826,U00619,87.55,2024-09-19,completed,Pro,Chile
T0002827,U00619,90.44,2024-10-19,completed,Pro,Chile
T0002828,U00619,0.0,2024-11-18,failed,Pro,Chile
T0002829,U00620,28.63,2023-10-29,completed,Basic,Chile
T0002830,U00620,30.24,2023-11-28,completed,Basic,Chile
T0002831,U00620,29.13,2023-12-28,completed,Basic,Chile
T0002832,U00620,28.1,2024-01-27,completed,Basic,Chile
T0002833,U00620,29.21,2024-02-26,completed,Basic,Chile
T0002834,U00620,28.56,2024-03-27,completed,Basic,Chile
T0002835,U00620,29.34,2024-04-26,completed,Basic,Chile
T0002836,U00620,29.85,2024-05-26,completed,Basic,Chile
T0002837,U00620,28.48,2024-06-25,completed,Basic,Chile
T0002838,U00620,28.35,2024-07-25,completed,Basic,Chile
T0002839,U00620,28.08,2024-08-24,completed,Basic,Chile
T0002840,U00620,30.39,2024-09-23,completed,Basic,Chile
T0002841,U00620,27.59,2024-10-23,completed,Basic,Chile
T0002842,U00620,29.75,2024-11-22,completed,Basic,Chile
T0002843,U00621,88.59,2024-06-24,completed,Pro,Colombia
T0002844,U00621,88.04,2024-07-24,completed,Pro,Colombia
T0002845,U00621,88.35,2024-08-23,completed,Pro,Colombia
T0002846,U00621,88.6,2024-09-22,completed,Pro,Colombia
T0002847,U00621,89.46,2024-10-22,completed,Pro,Colombia
T0002848,U00621,88.13,2024-11-21,completed,Pro,Colombia
T0002849,U00622,28.01,2023-11-20,completed,Basic,Peru
T0002850,U00622,28.79,2023-12-20,completed,Basic,Peru
T0002851,U00622,30.28,2024-01-19,completed,Basic,Peru
T0002852,U00622,28.92,2024-02-18,completed,Basic,Peru
T0002853,U00622,29.77,2024-03-19,completed,Basic,Peru
T0002854,U00622,28.67,2024-04-18,completed,Basic,Peru
T0002855,U00622,27.85,2024-05-18,completed,Basic,Peru
T0002856,U00622,29.28,2024-06-17,completed,Basic,Peru
T0002857,U00622,27.77,2024-07-17,completed,Basic,Peru
T0002858,U00622,30.35,2024-08-16,completed,Basic,Peru
T0002859,U00622,30.24,2024-09-15,completed,Basic,Peru
T0002860,U00622,27.5,2024-10-15,completed,Basic,Peru
T0002861,U00622,30.04,2024-11-14,completed,Basic,Peru
T0002862,U00626,0.0,2023-08-30,failed,Pro,Brazil
T0002863,U00626,90.3,2023-09-29,completed,Pro,Brazil
T0002864,U00626,88.06,2023-10-29,completed,Pro,Brazil
T0002865,U00626,88.32,2023-11-28,completed,Pro,Brazil
T0002866,U00626,88.05,2023-12-28,completed,Pro,Brazil
T0002867,U00626,89.23,2024-01-27,completed,Pro,Brazil
T0002868,U00626,90.14,2024-02-26,completed,Pro,Brazil
T0002869,U00626,90.13,2024-03-27,completed,Pro,Brazil
T0002870,U00626,88.47,2024-04-26,completed,Pro,Brazil
T0002871,U00626,89.63,2024-05-26,completed,Pro,Brazil
T0002872,U00626,87.54,2024-06-25,completed,Pro,Brazil
T0002873,U00626,89.08,2024-07-25,completed,Pro,Brazil
T0002874,U00626,88.09,2024-08-24,completed,Pro,Brazil
T0002875,U00626,89.25,2024-09-23,completed,Pro,Brazil
T0002876,U00626,89.13,2024-10-23,completed,Pro,Brazil
T0002877,U00626,88.94,2024-11-22,completed,Pro,Brazil
T0002878,U00632,28.49,2023-10-04,completed,Basic,Mexico
T0002879,U00632,29.71,2023-11-03,completed,Basic,Mexico
T0002880,U00632,28.86,2023-12-03,completed,Basic,Mexico
T0002881,U00632,29.8,2024-01-02,completed,Basic,Mexico
T0002882,U00632,27.79,2024-02-01,completed,Basic,Mexico
T0002883,U00632,28.86,2024-03-02,completed,Basic,Mexico
T0002884,U00632,28.53,2024-04-01,completed,Basic,Mexico
T0002885,U00632,28.11,2024-05-01,completed,Basic,Mexico
T0002886,U00632,0.0,2024-05-31,failed,Basic,Mexico
T0002887,U00632,27.6,2024-06-30,completed,Basic,Mexico
T0002888,U00632,28.72,2024-07-30,completed,Basic,Mexico
T0002889,U00632,0.0,2024-08-29,failed,Basic,Mexico
T0002890,U00632,28.5,2024-09-28,completed,Basic,Mexico
T0002891,U00632,30.07,2024-10-28,completed,Basic,Mexico
T0002892,U00632,28.37,2024-11-27,completed,Basic,Mexico
T0002893,U00633,89.05,2024-07-01,completed,Pro,Peru
T0002894,U00633,88.08,2024-07-31,completed,Pro,Peru
T0002895,U00633,0.0,2024-08-30,failed,Pro,Peru
T0002896,U00633,88.47,2024-09-29,completed,Pro,Peru
T0002897,U00633,88.64,2024-10-29,completed,Pro,Peru
T0002898,U00633,90.47,2024-11-28,completed,Pro,Peru
T0002899,U00634,28.2,2024-09-12,completed,Basic,Mexico
T0002900,U00634,28.18,2024-10-12,completed,Basic,Mexico
T0002901,U00634,29.07,2024-11-11,completed,Basic,Mexico
T0002902,U00636,29.39,2024-11-08,completed,Basic,Brazil
T0002903,U00638,89.56,2023-11-05,completed,Pro,Chile
T0002904,U00638,0.0,2023-12-05,failed,Pro,Chile
T0002905,U00638,88.41,2024-01-04,completed,Pro,Chile
T0002906,U00638,89.78,2024-02-03,completed,Pro,Chile
T0002907,U00638,88.16,2024-03-04,completed,Pro,Chile
T0002908,U00638,90.37,2024-04-03,completed,Pro,Chile
T0002909,U00638,89.79,2024-05-03,completed,Pro,Chile
T0002910,U00638,88.96,2024-06-02,completed,Pro,Chile
T0002911,U00638,87.75,2024-07-02,completed,Pro,Chile
T0002912,U00638,90.46,2024-08-01,completed,Pro,Chile
T0002913,U00638,87.6,2024-08-31,completed,Pro,Chile
T0002914,U00638,89.22,2024-09-30,completed,Pro,Chile
T0002915,U00638,88.38,2024-10-30,completed,Pro,Chile
T0002916,U00638,89.26,2024-11-29,completed,Pro,Chile
T0002917,U00646,29.58,2024-09-05,completed,Basic,Mexico
T0002918,U00646,28.51,2024-10-05,completed,Basic,Mexico
T0002919,U00646,0.0,2024-11-04,failed,Basic,Mexico
T0002920,U00647,27.86,2023-09-30,completed,Basic,Chile
T0002921,U00647,30.17,2023-10-30,completed,Basic,Chile
T0002922,U00647,28.19,2023-11-29,completed,Basic,Chile
T0002923,U00647,30.27,2023-12-29,completed,Basic,Chile
T0002924,U00647,27.55,2024-01-28,completed,Basic,Chile
T0002925,U00647,30.43,2024-02-27,completed,Basic,Chile
T0002926,U00647,28.41,2024-03-28,completed,Basic,Chile
T0002927,U00647,28.02,2024-04-27,completed,Basic,Chile
T0002928,U00647,29.68,2024-05-27,completed,Basic,Chile
T0002929,U00647,27.81,2024-06-26,completed,Basic,Chile
T0002930,U00647,29.59,2024-07-26,completed,Basic,Chile
T0002931,U00647,30.38,2024-08-25,completed,Basic,Chile
T0002932,U00647,28.79,2024-09-24,completed,Basic,Chile
T0002933,U00647,29.12,2024-10-24,completed,Basic,Chile
T0002934,U00647,29.32,2024-11-23,completed,Basic,Chile
T0002935,U00649,29.93,2023-11-14,completed,Basic,Argentina
T0002936,U00649,29.73,2023-12-14,completed,Basic,Argentina
T0002937,U00649,30.0,2024-01-13,completed,Basic,Argentina
T0002938,U00649,28.23,2024-02-12,completed,Basic,Argentina
T0002939,U00649,28.66,2024-03-13,completed,Basic,Argentina
T0002940,U00649,28.77,2024-04-12,completed,Basic,Argentina
T0002941,U00649,29.91,2024-05-12,completed,Basic,Argentina
T0002942,U00649,28.2,2024-06-11,completed,Basic,Argentina
T0002943,U00649,30.26,2024-07-11,completed,Basic,Argentina
T0002944,U00649,29.51,2024-08-10,completed,Basic,Argentina
T0002945,U00649,27.96,2024-09-09,completed,Basic,Argentina
T0002946,U00649,29.89,2024-10-09,completed,Basic,Argentina
T0002947,U00649,27.79,2024-11-08,completed,Basic,Argentina
T0002948,U00650,28.21,2023-07-09,completed,Basic,Chile
T0002949,U00650,29.82,2023-08-08,completed,Basic,Chile
T0002950,U00650,30.49,2023-09-07,completed,Basic,Chile
T0002951,U00650,27.8,2023-10-07,completed,Basic,Chile
T0002952,U00650,30.24,2023-11-06,completed,Basic,Chile
T0002953,U00650,29.43,2023-12-06,completed,Basic,Chile
T0002954,U00650,29.74,2024-01-05,completed,Basic,Chile
T0002955,U00650,28.54,2024-02-04,completed,Basic,Chile
T0002956,U00650,28.48,2024-03-05,completed,Basic,Chile
T0002957,U00650,28.87,2024-04-04,completed,Basic,Chile
T0002958,U00650,27.54,2024-05-04,completed,Basic,Chile
T0002959,U00650,29.34,2024-06-03,completed,Basic,Chile
T0002960,U00650,29.83,2024-07-03,completed,Basic,Chile
T0002961,U00650,0.0,2024-08-02,failed,Basic,Chile
T0002962,U00650,28.65,2024-09-01,completed,Basic,Chile
T0002963,U00650,29.8,2024-10-01,completed,Basic,Chile
T0002964,U00650,28.56,2024-10-31,completed,Basic,Chile
T0002965,U00650,27.81,2024-11-30,completed,Basic,Chile
T0002966,U00651,0.0,2024-02-04,failed,Basic,Chile
T0002967,U00651,28.31,2024-03-05,completed,Basic,Chile
T0002968,U00651,27.76,2024-04-04,completed,Basic,Chile
T0002969,U00651,30.42,2024-05-04,completed,Basic,Chile
T0002970,U00651,29.06,2024-06-03,completed,Basic,Chile
T0002971,U00651,28.81,2024-07-03,completed,Basic,Chile
T0002972,U00651,27.57,2024-08-02,completed,Basic,Chile
T0002973,U00651,29.21,2024-09-01,completed,Basic,Chile
T0002974,U00651,27.69,2024-10-01,completed,Basic,Chile
T0002975,U00651,29.73,2024-10-31,completed,Basic,Chile
T0002976,U00651,28.05,2024-11-30,completed,Basic,Chile
T0002977,U00652,87.87,2024-09-26,completed,Pro,Chile
T0002978,U00652,87.65,2024-10-26,completed,Pro,Chile
T0002979,U00652,88.75,2024-11-25,completed,Pro,Chile
T0002980,U00653,29.52,2023-11-04,completed,Basic,Mexico
T0002981,U00653,28.31,2023-12-04,completed,Basic,Mexico
T0002982,U00653,29.91,2024-01-03,completed,Basic,Mexico
T0002983,U00653,28.76,2024-02-02,completed,Basic,Mexico
T0002984,U00653,29.38,2024-03-03,completed,Basic,Mexico
T0002985,U00653,30.29,2024-04-02,completed,Basic,Mexico
T0002986,U00653,30.14,2024-05-02,completed,Basic,Mexico
T0002987,U00653,28.66,2024-06-01,completed,Basic,Mexico
T0002988,U00653,28.02,2024-07-01,completed,Basic,Mexico
T0002989,U00653,28.88,2024-07-31,completed,Basic,Mexico
T0002990,U00653,29.34,2024-08-30,completed,Basic,Mexico
T0002991,U00653,28.39,2024-09-29,completed,Basic,Mexico
T0002992,U00653,30.07,2024-10-29,completed,Basic,Mexico
T0002993,U00653,29.17,2024-11-28,completed,Basic,Mexico
T0002994,U00654,28.31,2024-05-18,completed,Basic,Chile
T0002995,U00654,29.83,2024-06-17,completed,Basic,Chile
T0002996,U00654,28.74,2024-07-17,completed,Basic,Chile
T0002997,U00654,28.06,2024-08-16,completed,Basic,Chile
